return_id,sale_id,Invoice,StockCode,Quantity,Price,InvoiceDate,CustomerID
12417,252493.0,C537797,22469,1,1.45,2010-12-08 13:07:00,13113
12418,252493.0,C537797,22469,1,1.45,2010-12-08 13:07:00,13113
12419,485895.0,C537797,22423,2,10.95,2010-12-08 13:07:00,13113
12420,485895.0,C537797,22423,2,10.95,2010-12-08 13:07:00,13113
12421,376948.0,C537798,22357,1,4.25,2010-12-08 13:07:00,16553
12422,485896.0,C537797,22501,1,8.5,2010-12-08 13:07:00,13113
12423,485896.0,C537797,22501,1,8.5,2010-12-08 13:07:00,13113
12424,376948.0,C537798,22357,1,4.25,2010-12-08 13:07:00,16553
12425,486806.0,C537805,22571,1,0.85,2010-12-08 13:18:00,15311
12426,477038.0,C537805,20829,1,2.1,2010-12-08 13:18:00,15311
12427,430477.0,C537805,22197,1,0.72,2010-12-08 13:18:00,15311
12428,221975.0,C537805,20798,4,1.65,2010-12-08 13:18:00,15311
12429,491284.0,C537805,22719,3,1.06,2010-12-08 13:18:00,15311
12430,363052.0,C537805,85047,1,5.55,2010-12-08 13:18:00,15311
12431,404458.0,C537805,40001,2,0.64,2010-12-08 13:18:00,15311
12432,509205.0,C537805,35004C,1,4.65,2010-12-08 13:18:00,15311
12433,436344.0,C537805,22198,1,1.45,2010-12-08 13:18:00,15311
12434,404458.0,C537805,40001,2,0.64,2010-12-08 13:18:00,15311
12435,363052.0,C537805,85047,1,5.55,2010-12-08 13:18:00,15311
12436,491284.0,C537805,22719,3,1.06,2010-12-08 13:18:00,15311
12437,221975.0,C537805,20798,4,1.65,2010-12-08 13:18:00,15311
12438,436344.0,C537805,22198,1,1.45,2010-12-08 13:18:00,15311
12439,430477.0,C537805,22197,1,0.72,2010-12-08 13:18:00,15311
12440,477038.0,C537805,20829,1,2.1,2010-12-08 13:18:00,15311
12441,486806.0,C537805,22571,1,0.85,2010-12-08 13:18:00,15311
12442,509205.0,C537805,35004C,1,4.65,2010-12-08 13:18:00,15311
12443,516846.0,C537807,21143,1,1.95,2010-12-08 13:23:00,13495
12444,516844.0,C537807,21812,6,4.95,2010-12-08 13:23:00,13495
12445,516844.0,C537807,21812,6,4.95,2010-12-08 13:23:00,13495
12446,516841.0,C537807,21730,3,4.95,2010-12-08 13:23:00,13495
12447,516851.0,C537807,84949,5,1.65,2010-12-08 13:23:00,13495
12448,516851.0,C537807,84949,5,1.65,2010-12-08 13:23:00,13495
12449,516846.0,C537807,21143,1,1.95,2010-12-08 13:23:00,13495
12450,516841.0,C537807,21730,3,4.95,2010-12-08 13:23:00,13495
12451,456290.0,C537812,21843,10,9.95,2010-12-08 13:33:00,14299
12452,456306.0,C537812,22423,10,10.95,2010-12-08 13:33:00,14299
12453,456306.0,C537812,22423,10,10.95,2010-12-08 13:33:00,14299
12454,456290.0,C537812,21843,10,9.95,2010-12-08 13:33:00,14299
12455,289142.0,C537814,20703,3,4.25,2010-12-08 13:43:00,12712
12456,289142.0,C537814,20703,3,4.25,2010-12-08 13:43:00,12712
12457,526003.0,C537820,22627,1,8.5,2010-12-08 14:10:00,16016
12458,526003.0,C537820,22627,1,8.5,2010-12-08 14:10:00,16016
12459,474004.0,C537821,85048,3,6.95,2010-12-08 14:20:00,18193
12460,474004.0,C537821,85048,3,6.95,2010-12-08 14:20:00,18193
12461,486780.0,C537824,22784,1,4.95,2010-12-08 14:27:00,12870
12462,486735.0,C537824,22220,1,9.95,2010-12-08 14:27:00,12870
12463,486780.0,C537824,22784,1,4.95,2010-12-08 14:27:00,12870
12464,486735.0,C537824,22220,1,9.95,2010-12-08 14:27:00,12870
12465,511178.0,C537832,21527,2,6.95,2010-12-08 14:52:00,16858
12466,511173.0,C537832,21531,4,2.1,2010-12-08 14:52:00,16858
12467,511179.0,C537832,22073,2,3.75,2010-12-08 14:52:00,16858
12468,511178.0,C537832,21527,2,6.95,2010-12-08 14:52:00,16858
12469,511173.0,C537832,21531,4,2.1,2010-12-08 14:52:00,16858
12470,511179.0,C537832,22073,2,3.75,2010-12-08 14:52:00,16858
12471,490516.0,C537834,22697,1,2.95,2010-12-08 14:54:00,13267
12472,490530.0,C537834,22798,3,2.95,2010-12-08 14:54:00,13267
12473,490530.0,C537834,22798,3,2.95,2010-12-08 14:54:00,13267
12474,490532.0,C537834,21314,1,2.1,2010-12-08 14:54:00,13267
12475,490516.0,C537834,22697,1,2.95,2010-12-08 14:54:00,13267
12476,490532.0,C537834,21314,1,2.1,2010-12-08 14:54:00,13267
12477,392867.0,C537835,22138,3,4.95,2010-12-08 14:57:00,14618
12478,392867.0,C537835,22138,3,4.95,2010-12-08 14:57:00,14618
12479,415139.0,C537838,22299,4,1.25,2010-12-08 15:01:00,13115
12480,415139.0,C537838,22299,4,1.25,2010-12-08 15:01:00,13115
12481,501443.0,C537853,79000,1,0.85,2010-12-08 15:57:00,13370
12482,501403.0,C537853,22940,1,4.25,2010-12-08 15:57:00,13370
12483,501421.0,C537853,22169,2,8.5,2010-12-08 15:57:00,13370
12484,501419.0,C537853,22960,2,4.25,2010-12-08 15:57:00,13370
12485,501438.0,C537853,22697,1,2.95,2010-12-08 15:57:00,13370
12486,501421.0,C537853,22169,2,8.5,2010-12-08 15:57:00,13370
12487,501403.0,C537853,22940,1,4.25,2010-12-08 15:57:00,13370
12488,501443.0,C537853,79000,1,0.85,2010-12-08 15:57:00,13370
12489,501419.0,C537853,22960,2,4.25,2010-12-08 15:57:00,13370
12490,501438.0,C537853,22697,1,2.95,2010-12-08 15:57:00,13370
12491,497896.0,C537856,21843,1,10.95,2010-12-08 15:59:00,14388
12492,497881.0,C537856,37370,2,1.25,2010-12-08 15:59:00,14388
12493,497896.0,C537856,21843,1,10.95,2010-12-08 15:59:00,14388
12494,497881.0,C537856,37370,2,1.25,2010-12-08 15:59:00,14388
12495,,C537857,D,1,267.12,2010-12-08 16:00:00,17340
12496,,C537857,D,1,267.12,2010-12-08 16:00:00,17340
12497,467333.0,C537860,22637,6,2.55,2010-12-08 16:15:00,16252
12498,467340.0,C537860,79066K,10,0.85,2010-12-08 16:15:00,16252
12499,467322.0,C537860,20676,8,1.25,2010-12-08 16:15:00,16252
12500,467324.0,C537860,21244,8,1.69,2010-12-08 16:15:00,16252
12501,467335.0,C537860,22192,2,8.5,2010-12-08 16:15:00,16252
12502,467321.0,C537860,20675,8,1.25,2010-12-08 16:15:00,16252
12503,467326.0,C537860,21066,12,1.25,2010-12-08 16:15:00,16252
12504,467328.0,C537860,21240,8,0.85,2010-12-08 16:15:00,16252
12505,467330.0,C537860,22049,25,0.42,2010-12-08 16:15:00,16252
12506,467325.0,C537860,37370,12,1.25,2010-12-08 16:15:00,16252
12507,467357.0,C537860,20897,6,2.95,2010-12-08 16:15:00,16252
12508,467337.0,C537860,21485,3,4.95,2010-12-08 16:15:00,16252
12509,467329.0,C537860,21624,3,5.95,2010-12-08 16:15:00,16252
12510,467331.0,C537860,22180,1,9.95,2010-12-08 16:15:00,16252
12511,467339.0,C537860,84406B,8,3.25,2010-12-08 16:15:00,16252
12512,467334.0,C537860,22193,2,8.5,2010-12-08 16:15:00,16252
12513,467342.0,C537860,22295,12,1.65,2010-12-08 16:15:00,16252
12514,467332.0,C537860,21888,4,3.75,2010-12-08 16:15:00,16252
12515,467340.0,C537860,79066K,10,0.85,2010-12-08 16:15:00,16252
12516,467338.0,C537860,21238,8,0.85,2010-12-08 16:15:00,16252
12517,467327.0,C537860,22508,4,3.75,2010-12-08 16:15:00,16252
12518,467322.0,C537860,20676,8,1.25,2010-12-08 16:15:00,16252
12519,467323.0,C537860,21242,8,1.69,2010-12-08 16:15:00,16252
12520,467324.0,C537860,21244,8,1.69,2010-12-08 16:15:00,16252
12521,467335.0,C537860,22192,2,8.5,2010-12-08 16:15:00,16252
12522,467321.0,C537860,20675,8,1.25,2010-12-08 16:15:00,16252
12523,467326.0,C537860,21066,12,1.25,2010-12-08 16:15:00,16252
12524,467328.0,C537860,21240,8,0.85,2010-12-08 16:15:00,16252
12525,467332.0,C537860,21888,4,3.75,2010-12-08 16:15:00,16252
12526,467333.0,C537860,22637,6,2.55,2010-12-08 16:15:00,16252
12527,467330.0,C537860,22049,25,0.42,2010-12-08 16:15:00,16252
12528,467357.0,C537860,20897,6,2.95,2010-12-08 16:15:00,16252
12529,467337.0,C537860,21485,3,4.95,2010-12-08 16:15:00,16252
12530,467329.0,C537860,21624,3,5.95,2010-12-08 16:15:00,16252
12531,467331.0,C537860,22180,1,9.95,2010-12-08 16:15:00,16252
12532,467334.0,C537860,22193,2,8.5,2010-12-08 16:15:00,16252
12533,467342.0,C537860,22295,12,1.65,2010-12-08 16:15:00,16252
12534,467339.0,C537860,84406B,8,3.25,2010-12-08 16:15:00,16252
12535,467327.0,C537860,22508,4,3.75,2010-12-08 16:15:00,16252
12536,467325.0,C537860,37370,12,1.25,2010-12-08 16:15:00,16252
12537,467338.0,C537860,21238,8,0.85,2010-12-08 16:15:00,16252
12538,467323.0,C537860,21242,8,1.69,2010-12-08 16:15:00,16252
12541,462458.0,C537893,22630,2,1.95,2010-12-09 10:14:00,12721
12542,462441.0,C537893,22634,2,9.95,2010-12-09 10:14:00,12721
12543,462443.0,C537893,22450,1,3.35,2010-12-09 10:14:00,12721
12544,462443.0,C537893,22450,1,3.35,2010-12-09 10:14:00,12721
12545,462441.0,C537893,22634,2,9.95,2010-12-09 10:14:00,12721
12546,462458.0,C537893,22630,2,1.95,2010-12-09 10:14:00,12721
12547,457863.0,C537998,22725,4,3.75,2010-12-09 11:42:00,17411
12548,457854.0,C537998,22727,4,3.75,2010-12-09 11:42:00,17411
12549,457854.0,C537998,22727,4,3.75,2010-12-09 11:42:00,17411
12550,457863.0,C537998,22725,4,3.75,2010-12-09 11:42:00,17411
12561,383704.0,C538052,22138,1,4.95,2010-12-09 13:28:00,15181
12562,383704.0,C538052,22138,1,4.95,2010-12-09 13:28:00,15181
12567,437038.0,C538059,48187,2,7.95,2010-12-09 13:38:00,14205
12568,437026.0,C538059,22727,4,3.75,2010-12-09 13:38:00,14205
12569,437019.0,C538059,22699,6,2.95,2010-12-09 13:38:00,14205
12570,437023.0,C538059,22698,6,2.95,2010-12-09 13:38:00,14205
12571,437030.0,C538059,21975,24,0.55,2010-12-09 13:38:00,14205
12573,437031.0,C538059,21217,3,9.95,2010-12-09 13:38:00,14205
12574,437025.0,C538059,21210,12,1.45,2010-12-09 13:38:00,14205
12575,437028.0,C538059,21535,6,2.55,2010-12-09 13:38:00,14205
12576,437024.0,C538059,84380,12,1.25,2010-12-09 13:38:00,14205
12577,437035.0,C538059,48188,2,7.95,2010-12-09 13:38:00,14205
12578,437032.0,C538059,21533,3,4.95,2010-12-09 13:38:00,14205
12579,437018.0,C538059,22697,6,2.95,2010-12-09 13:38:00,14205
12580,437022.0,C538059,84378,12,1.25,2010-12-09 13:38:00,14205
12581,437025.0,C538059,21210,12,1.45,2010-12-09 13:38:00,14205
12582,437031.0,C538059,21217,3,9.95,2010-12-09 13:38:00,14205
12583,437019.0,C538059,22699,6,2.95,2010-12-09 13:38:00,14205
12584,437026.0,C538059,22727,4,3.75,2010-12-09 13:38:00,14205
12585,437023.0,C538059,22698,6,2.95,2010-12-09 13:38:00,14205
12586,437018.0,C538059,22697,6,2.95,2010-12-09 13:38:00,14205
12587,437035.0,C538059,48188,2,7.95,2010-12-09 13:38:00,14205
12588,437022.0,C538059,84378,12,1.25,2010-12-09 13:38:00,14205
12589,437038.0,C538059,48187,2,7.95,2010-12-09 13:38:00,14205
12590,437034.0,C538059,20914,6,2.95,2010-12-09 13:38:00,14205
12591,437032.0,C538059,21533,3,4.95,2010-12-09 13:38:00,14205
12592,437028.0,C538059,21535,6,2.55,2010-12-09 13:38:00,14205
12593,437024.0,C538059,84380,12,1.25,2010-12-09 13:38:00,14205
12595,437034.0,C538059,20914,6,2.95,2010-12-09 13:38:00,14205
12596,437030.0,C538059,21975,24,0.55,2010-12-09 13:38:00,14205
12599,464052.0,C538062,20973,2,0.65,2010-12-09 13:40:00,17702
12600,464055.0,C538062,22168,2,8.5,2010-12-09 13:40:00,17702
12601,464054.0,C538062,21430,1,3.75,2010-12-09 13:40:00,17702
12602,464059.0,C538062,22329,4,1.65,2010-12-09 13:40:00,17702
12603,464058.0,C538062,22139,14,4.25,2010-12-09 13:40:00,17702
12604,464054.0,C538062,21430,1,3.75,2010-12-09 13:40:00,17702
12605,464059.0,C538062,22329,4,1.65,2010-12-09 13:40:00,17702
12606,464055.0,C538062,22168,2,8.5,2010-12-09 13:40:00,17702
12607,464052.0,C538062,20973,2,0.65,2010-12-09 13:40:00,17702
12608,464058.0,C538062,22139,14,4.25,2010-12-09 13:40:00,17702
12609,498758.0,C538066,22083,1,2.95,2010-12-09 13:58:00,15738
12610,498758.0,C538066,22083,1,2.95,2010-12-09 13:58:00,15738
12615,490118.0,C538075,21284,12,1.69,2010-12-09 14:12:00,13021
12616,490118.0,C538075,21284,12,1.69,2010-12-09 14:12:00,13021
12617,,C538081,22630,33,1.95,2010-12-09 14:29:00,16898
12618,,C538081,22630,33,1.95,2010-12-09 14:29:00,16898
12619,495565.0,C538082,21864,20,2.1,2010-12-09 14:30:00,13777
12620,495565.0,C538082,21864,20,2.1,2010-12-09 14:30:00,13777
12621,490008.0,C538083,22633,4,2.1,2010-12-09 14:40:00,15750
12622,525614.0,C538083,85099B,3,1.95,2010-12-09 14:40:00,15750
12623,525614.0,C538083,85099B,3,1.95,2010-12-09 14:40:00,15750
12624,490008.0,C538083,22633,4,2.1,2010-12-09 14:40:00,15750
12625,467834.0,C538084,22860,6,1.65,2010-12-09 14:42:00,12649
12626,467839.0,C538084,22859,6,1.65,2010-12-09 14:42:00,12649
12627,467839.0,C538084,22859,6,1.65,2010-12-09 14:42:00,12649
12628,467834.0,C538084,22860,6,1.65,2010-12-09 14:42:00,12649
12629,489803.0,C538085,82486,1,7.95,2010-12-09 14:43:00,16350
12630,489811.0,C538085,21314,1,2.1,2010-12-09 14:43:00,16350
12631,489804.0,C538085,82483,1,5.95,2010-12-09 14:43:00,16350
12632,489811.0,C538085,21314,1,2.1,2010-12-09 14:43:00,16350
12633,489804.0,C538085,82483,1,5.95,2010-12-09 14:43:00,16350
12634,489803.0,C538085,82486,1,7.95,2010-12-09 14:43:00,16350
12635,479408.0,C538088,84625C,24,0.85,2010-12-09 14:45:00,14766
12636,479408.0,C538088,84625C,24,0.85,2010-12-09 14:45:00,14766
12637,481861.0,C538089,21906,1,6.75,2010-12-09 14:47:00,18230
12638,481861.0,C538089,21906,1,6.75,2010-12-09 14:47:00,18230
12640,370172.0,C538091,35400,2,8.95,2010-12-09 14:48:00,16499
12642,370172.0,C538091,35400,2,8.95,2010-12-09 14:48:00,16499
12645,490998.0,C538098,22168,1,8.5,2010-12-09 14:57:00,14441
12646,490998.0,C538098,22168,1,8.5,2010-12-09 14:57:00,14441
12647,474419.0,C538099,72807C,1,4.25,2010-12-09 14:58:00,15279
12648,474418.0,C538099,22457,3,2.95,2010-12-09 14:58:00,15279
12649,474419.0,C538099,72807C,1,4.25,2010-12-09 14:58:00,15279
12650,474418.0,C538099,22457,3,2.95,2010-12-09 14:58:00,15279
12651,372600.0,C538100,84798A,12,2.55,2010-12-09 15:00:00,16579
12652,372600.0,C538100,84798A,12,2.55,2010-12-09 15:00:00,16579
12653,497488.0,C538102,84792,2,4.65,2010-12-09 15:01:00,14047
12654,497488.0,C538102,84792,2,4.65,2010-12-09 15:01:00,14047
12655,471609.0,C538103,22941,2,8.5,2010-12-09 15:13:00,17442
12656,471609.0,C538103,22941,2,8.5,2010-12-09 15:13:00,17442
12657,499530.0,C538105,79163,1,1.65,2010-12-09 15:18:00,16781
12658,499530.0,C538105,79163,1,1.65,2010-12-09 15:18:00,16781
12659,499533.0,C538105,21781,1,14.95,2010-12-09 15:18:00,16781
12660,499533.0,C538105,21781,1,14.95,2010-12-09 15:18:00,16781
12661,479378.0,C538109,85048,1,7.95,2010-12-09 15:23:00,16042
12662,479378.0,C538109,85048,1,7.95,2010-12-09 15:23:00,16042
12663,479379.0,C538109,22780,4,4.25,2010-12-09 15:23:00,16042
12664,479379.0,C538109,22780,4,4.25,2010-12-09 15:23:00,16042
12665,533617.0,C538111,21830,24,0.42,2010-12-09 15:24:00,17950
12666,433352.0,C538110,21232,144,1.06,2010-12-09 15:24:00,17307
12667,533617.0,C538111,21830,24,0.42,2010-12-09 15:24:00,17950
12668,433352.0,C538110,21232,144,1.06,2010-12-09 15:24:00,17307
12669,471369.0,C538112,21777,3,7.95,2010-12-09 15:28:00,14898
12670,471369.0,C538112,21777,3,7.95,2010-12-09 15:28:00,14898
12671,505208.0,C538112,22072,1,3.75,2010-12-09 15:28:00,14898
12672,505208.0,C538112,22072,1,3.75,2010-12-09 15:28:00,14898
12673,526974.0,C538114,21275,1,16.95,2010-12-09 15:29:00,14217
12674,526974.0,C538114,21275,1,16.95,2010-12-09 15:29:00,14217
12675,488880.0,C538115,22230,12,0.85,2010-12-09 15:30:00,16817
12676,488879.0,C538115,22178,1,1.25,2010-12-09 15:30:00,16817
12677,488872.0,C538115,22251,9,1.25,2010-12-09 15:30:00,16817
12678,488874.0,C538115,22233,12,1.65,2010-12-09 15:30:00,16817
12679,488872.0,C538115,22251,9,1.25,2010-12-09 15:30:00,16817
12680,488879.0,C538115,22178,1,1.25,2010-12-09 15:30:00,16817
12681,488880.0,C538115,22230,12,0.85,2010-12-09 15:30:00,16817
12682,488874.0,C538115,22233,12,1.65,2010-12-09 15:30:00,16817
12683,471814.0,C538118,47594A,1,1.95,2010-12-09 15:33:00,17700
12684,471821.0,C538118,22910,1,2.95,2010-12-09 15:33:00,17700
12685,471825.0,C538118,22784,1,4.95,2010-12-09 15:33:00,17700
12686,471814.0,C538118,47594A,1,1.95,2010-12-09 15:33:00,17700
12687,471825.0,C538118,22784,1,4.95,2010-12-09 15:33:00,17700
12688,471821.0,C538118,22910,1,2.95,2010-12-09 15:33:00,17700
12689,486482.0,C538119,22865,1,2.1,2010-12-09 15:34:00,13136
12690,486466.0,C538119,21777,2,7.95,2010-12-09 15:34:00,13136
12691,486482.0,C538119,22865,1,2.1,2010-12-09 15:34:00,13136
12692,486467.0,C538119,22633,1,2.1,2010-12-09 15:34:00,13136
12693,486467.0,C538119,22633,1,2.1,2010-12-09 15:34:00,13136
12694,486466.0,C538119,21777,2,7.95,2010-12-09 15:34:00,13136
12695,413330.0,C538121,22461,1,12.75,2010-12-09 15:36:00,15535
12696,413330.0,C538121,22461,1,12.75,2010-12-09 15:36:00,15535
12697,495502.0,C538122,22444,1,1.25,2010-12-09 15:38:00,14696
12698,495502.0,C538122,22444,1,1.25,2010-12-09 15:38:00,14696
12699,483791.0,C538123,22331,1,1.65,2010-12-09 15:41:00,12605
12700,483783.0,C538123,22956,2,2.1,2010-12-09 15:41:00,12605
12701,483783.0,C538123,22956,2,2.1,2010-12-09 15:41:00,12605
12702,483792.0,C538123,22333,1,1.65,2010-12-09 15:41:00,12605
12703,483792.0,C538123,22333,1,1.65,2010-12-09 15:41:00,12605
12704,483791.0,C538123,22331,1,1.65,2010-12-09 15:41:00,12605
12705,489105.0,C538124,22423,1,12.75,2010-12-09 15:43:00,15329
12706,489108.0,C538124,22699,1,2.95,2010-12-09 15:43:00,15329
12707,489105.0,C538124,22423,1,12.75,2010-12-09 15:43:00,15329
12708,489108.0,C538124,22699,1,2.95,2010-12-09 15:43:00,15329
12709,,C538124,M,4,0.5,2010-12-09 15:43:00,15329
12710,,C538124,M,4,0.5,2010-12-09 15:43:00,15329
12719,395329.0,C538164,35004B,1,1.95,2010-12-09 17:32:00,14031
12720,395329.0,C538164,35004B,1,1.95,2010-12-09 17:32:00,14031
12725,536856.0,C538314,22586,47,0.85,2010-12-10 13:52:00,15514
12726,536884.0,C538341,22726,2,3.75,2010-12-10 14:03:00,15514
12727,536884.0,C538341,22726,1,3.75,2010-12-10 14:03:00,15514
12728,536891.0,C538341,22725,1,3.75,2010-12-10 14:03:00,15514
12729,536891.0,C538341,22725,1,3.75,2010-12-10 14:03:00,15514
12730,536891.0,C538341,22725,3,3.75,2010-12-10 14:03:00,15514
12731,536891.0,C538341,22725,1,3.75,2010-12-10 14:03:00,15514
12732,536882.0,C538341,22621,48,1.25,2010-12-10 14:03:00,15514
12733,536880.0,C538341,22586,1,0.85,2010-12-10 14:03:00,15514
12734,536875.0,C538341,21889,24,1.25,2010-12-10 14:03:00,15514
12735,536883.0,C538341,22131,1,1.95,2010-12-10 14:03:00,15514
12736,536874.0,C538341,22086,1,2.95,2010-12-10 14:03:00,15514
12737,536884.0,C538341,22726,1,3.75,2010-12-10 14:03:00,15514
12738,536876.0,C538341,21731,1,1.65,2010-12-10 14:03:00,15514
12739,536881.0,C538341,21647,1,2.1,2010-12-10 14:03:00,15514
12740,536878.0,C538341,21644,1,1.25,2010-12-10 14:03:00,15514
12741,536879.0,C538341,21056,1,8.95,2010-12-10 14:03:00,15514
12742,536877.0,C538341,16258A,1,0.42,2010-12-10 14:03:00,15514
12743,536873.0,C538341,22243,6,1.65,2010-12-10 14:03:00,15514
12744,536893.0,C538341,22727,1,3.75,2010-12-10 14:03:00,15514
12745,536884.0,C538341,22726,3,3.75,2010-12-10 14:03:00,15514
12746,536893.0,C538341,22727,2,3.75,2010-12-10 14:03:00,15514
12747,536885.0,C538341,84380,1,1.25,2010-12-10 14:03:00,15514
12748,536889.0,C538341,22988,36,1.25,2010-12-10 14:03:00,15514
12749,536893.0,C538341,22727,2,3.75,2010-12-10 14:03:00,15514
12750,536886.0,C538341,22976,12,1.25,2010-12-10 14:03:00,15514
12751,536886.0,C538341,22976,12,1.25,2010-12-10 14:03:00,15514
12752,536886.0,C538341,22976,12,1.25,2010-12-10 14:03:00,15514
12753,536887.0,C538341,22973,18,1.65,2010-12-10 14:03:00,15514
12754,536888.0,C538341,22943,6,4.95,2010-12-10 14:03:00,15514
12755,536843.0,C538341,22752,96,7.65,2010-12-10 14:03:00,15514
12756,536889.0,C538341,22988,12,1.25,2010-12-10 14:03:00,15514
12757,536894.0,C538341,22730,1,3.75,2010-12-10 14:03:00,15514
12758,536894.0,C538341,22730,1,3.75,2010-12-10 14:03:00,15514
12759,536890.0,C538341,22729,4,3.75,2010-12-10 14:03:00,15514
12760,536890.0,C538341,22729,1,3.75,2010-12-10 14:03:00,15514
12761,536892.0,C538341,22728,1,3.75,2010-12-10 14:03:00,15514
12762,536892.0,C538341,22728,3,3.75,2010-12-10 14:03:00,15514
12763,536893.0,C538341,22727,1,3.75,2010-12-10 14:03:00,15514
12764,536894.0,C538341,22730,1,3.75,2010-12-10 14:03:00,15514
12765,536898.0,C538344,22867,12,2.1,2010-12-10 14:32:00,13448
12766,453781.0,C538350,21166,2,1.69,2010-12-10 15:01:00,13798
12767,387208.0,C538350,21175,1,1.85,2010-12-10 15:01:00,13798
12768,387224.0,C538350,21169,2,1.45,2010-12-10 15:01:00,13798
12769,267763.0,C538350,82581,1,0.42,2010-12-10 15:01:00,13798
12770,,C538350,22067,1,1.45,2010-12-10 15:01:00,13798
12771,440821.0,C538350,22065,4,1.25,2010-12-10 15:01:00,13798
12772,267762.0,C538350,82551,1,1.25,2010-12-10 15:01:00,13798
12773,487448.0,C538350,35924,15,1.69,2010-12-10 15:01:00,13798
12774,477437.0,C538350,22064,4,1.45,2010-12-10 15:01:00,13798
12775,477439.0,C538350,21232,4,1.06,2010-12-10 15:01:00,13798
12776,477435.0,C538350,82583,3,1.69,2010-12-10 15:01:00,13798
12777,183552.0,C538350,37447,4,1.25,2010-12-10 15:01:00,13798
12778,477436.0,C538350,85150,1,2.1,2010-12-10 15:01:00,13798
12779,500750.0,C538350,85123A,1,2.55,2010-12-10 15:01:00,13798
12780,370451.0,C538350,21928,2,1.65,2010-12-10 15:01:00,13798
12781,387222.0,C538350,21181,2,1.85,2010-12-10 15:01:00,13798
12782,487450.0,C538350,21231,11,1.06,2010-12-10 15:01:00,13798
12783,418114.0,C538350,21936,3,2.55,2010-12-10 15:01:00,13798
12784,426279.0,C538350,85099F,2,1.65,2010-12-10 15:01:00,13798
12785,440820.0,C538350,85099C,1,1.65,2010-12-10 15:01:00,13798
12786,440822.0,C538350,20711,2,1.65,2010-12-10 15:01:00,13798
12787,477432.0,C538350,85099B,12,1.65,2010-12-10 15:01:00,13798
12788,477434.0,C538350,37450,20,2.55,2010-12-10 15:01:00,13798
12789,453782.0,C538350,20725,3,1.45,2010-12-10 15:01:00,13798
12790,487445.0,C538350,20727,3,1.45,2010-12-10 15:01:00,13798
12791,347785.0,C538350,20718,3,1.06,2010-12-10 15:01:00,13798
12792,537761.0,C538357,35924,144,1.69,2010-12-10 16:01:00,13798
12793,223130.0,C538362,21212,30,0.55,2010-12-10 17:05:00,15179
12794,445260.0,C538372,84949,1,1.65,2010-12-12 11:12:00,16923
12795,486894.0,C538372,82582,3,2.1,2010-12-12 11:12:00,16923
12796,538162.0,C538372,84946,2,1.25,2010-12-12 11:12:00,16923
12797,524711.0,C538373,20985,12,1.25,2010-12-12 11:13:00,16779
12798,420645.0,C538375,22220,1,9.95,2010-12-12 11:19:00,17126
12799,489651.0,C538376,20728,1,1.65,2010-12-12 11:21:00,16393
12800,489656.0,C538376,22892,12,1.25,2010-12-12 11:21:00,16393
12801,265057.0,C538377,22055,1,1.65,2010-12-12 11:23:00,15224
12802,,C538377,37449,1,9.95,2010-12-12 11:23:00,15224
12803,538662.0,C538463,37449,1,9.95,2010-12-12 12:31:00,17085
12804,464890.0,C538463,22055,1,1.65,2010-12-12 12:31:00,17085
12805,538735.0,C538500,82484,2,6.45,2010-12-12 12:51:00,13715
12806,525098.0,C538530,22630,33,1.95,2010-12-13 10:26:00,14796
12807,538731.0,C538531,21430,2,3.75,2010-12-13 10:31:00,13715
12808,540036.0,C538536,22834,48,0.85,2010-12-13 10:40:00,15881
12809,487812.0,C538595,82482,2,2.55,2010-12-13 12:03:00,15555
12810,209014.0,C538628,21452,1,2.95,2010-12-13 13:09:00,17231
12811,121445.0,C538628,22461,1,12.75,2010-12-13 13:09:00,17231
12812,490584.0,C538632,22423,1,12.75,2010-12-13 13:28:00,14085
12813,416803.0,C538642,22636,1,8.5,2010-12-13 14:37:00,12476
12814,416830.0,C538642,21658,1,3.95,2010-12-13 14:37:00,12476
12815,416830.0,C538643,21658,1,3.95,2010-12-13 14:38:00,12476
12816,416803.0,C538643,22636,1,8.5,2010-12-13 14:38:00,12476
12817,471888.0,C538647,22781,1,7.65,2010-12-13 14:56:00,15808
12818,508558.0,C538647,22467,1,2.55,2010-12-13 14:56:00,15808
12819,509291.0,C538650,22778,1,3.95,2010-12-13 15:05:00,15311
12820,533043.0,C538650,21258,1,10.95,2010-12-13 15:05:00,15311
12821,533048.0,C538650,22646,1,1.25,2010-12-13 15:05:00,15311
12822,536909.0,C538670,22114,4,3.95,2010-12-13 16:19:00,13448
12826,512388.0,C538684,22470,1,2.95,2010-12-14 09:26:00,16161
12827,397762.0,C538684,22946,1,16.95,2010-12-14 09:26:00,16161
12828,451109.0,C538684,21258,1,12.75,2010-12-14 09:26:00,16161
12830,489724.0,C538690,21527,1,7.95,2010-12-14 09:54:00,13802
12831,489722.0,C538690,22423,10,10.95,2010-12-14 09:54:00,13802
12832,519275.0,C538691,22645,2,1.45,2010-12-14 09:56:00,14176
12833,524764.0,C538692,22801,1,3.75,2010-12-14 09:58:00,13599
12834,524758.0,C538692,35001W,1,3.49,2010-12-14 09:58:00,13599
12835,525428.0,C538693,79164,3,1.65,2010-12-14 09:59:00,16558
12836,525387.0,C538693,22960,2,4.25,2010-12-14 09:59:00,16558
12837,525388.0,C538693,22942,1,8.5,2010-12-14 09:59:00,16558
